类型,根函数名,函数名,包含性样本,排除性样本,包含性样本 %,排除性样本 %,
"Caller","MySql.Data.MySqlClient.MySqlStream.ReadPacket","MySql.Data.MySqlClient.NativeDriver.Open",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlStream.ReadPacket","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlStream.ReadPacket","MySql.Data.MySqlClient.MySqlStream.LoadPacket",9,0,0.03,0.00,
"Root","MySql.Data.MySqlClient.MySqlStream.SendPacket","MySql.Data.MySqlClient.MySqlStream.SendPacket",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlStream.SendPacket","MySql.Data.MySqlClient.NativeDriver.ExecutePacket",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlStream.SendPacket","MySql.Data.MySqlClient.TimedStream.Write",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.Authenticate","MySql.Data.MySqlClient.NativeDriver.Authenticate",41,0,0.12,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.Authenticate","MySql.Data.MySqlClient.NativeDriver.Open",41,0,0.12,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Authenticate","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Authenticate","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate",30,0,0.09,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Authenticate","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin",9,0,0.03,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Authenticate","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_UserID",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.Close","MySql.Data.MySqlClient.NativeDriver.Close",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.Close","MySql.Data.MySqlClient.Driver.Dispose",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Close","MySql.Data.MySqlClient.NativeDriver.ExecutePacket",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.ExecutePacket","MySql.Data.MySqlClient.NativeDriver.ExecutePacket",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.ExecutePacket","MySql.Data.MySqlClient.NativeDriver.Close",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.ExecutePacket","MySql.Data.MySqlClient.MySqlStream.SendPacket",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.FetchDataRow","MySql.Data.MySqlClient.NativeDriver.FetchDataRow",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.FetchDataRow","MySql.Data.MySqlClient.Driver.FetchDataRow",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.FetchDataRow","MySql.Data.MySqlClient.MySqlStream.ReadPacket",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.GetColumnData","MySql.Data.MySqlClient.NativeDriver.GetColumnData",5,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.GetColumnData","MySql.Data.MySqlClient.NativeDriver.GetColumnsData",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.GetColumnData","[clr.dll]",3,3,0.01,0.01,
"Callee","MySql.Data.MySqlClient.NativeDriver.GetColumnData","MySql.Data.MySqlClient.MySqlField.SetTypeAndFlags",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.GetColumnsData","MySql.Data.MySqlClient.NativeDriver.GetColumnsData",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.GetColumnsData","MySql.Data.MySqlClient.Driver.GetColumns",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.GetColumnsData","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.GetColumnsData","MySql.Data.MySqlClient.NativeDriver.GetColumnData",5,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.GetResult","MySql.Data.MySqlClient.NativeDriver.GetResult",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.GetResult","MySql.Data.MySqlClient.Driver.GetResult",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.GetResult","MySql.Data.MySqlClient.MySqlStream.ReadPacket",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.NativeDriver.Open",61,0,0.17,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.Driver.Open",61,0,0.17,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","[clr.dll]",6,6,0.02,0.02,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.Common.StreamCreator.GetStream",8,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.MySqlPacket.ReadInteger",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.MySqlStream..ctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.MySqlStream.ReadPacket",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.NativeDriver.Authenticate",41,0,0.12,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.Open","MySql.Data.MySqlClient.NativeDriver.SetConnectionFlags",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",12,2,0.03,0.01,
"Caller","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.MySqlClient.ResultSet.get_Item",6,1,0.02,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.MySqlClient.ResultSet.ReadColumnData",6,1,0.02,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","[clr.dll]",4,4,0.01,0.01,
"Callee","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.Types.MySqlByte.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.Types.MySqlDateTime.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.Types.MySqlTimeSpan.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue","MySql.Data.Types.MySqlUInt32.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.SendQuery","MySql.Data.MySqlClient.NativeDriver.SendQuery",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.SendQuery","MySql.Data.MySqlClient.Driver.SendQuery",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.SendQuery","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs",21,0,0.06,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate",21,0,0.06,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs","[mscorlib.ni.dll]",20,8,0.06,0.02,
"Callee","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs","MySql.Data.MySqlClient.MySqlPacket.WriteLenString",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.NativeDriver.SetConnectionFlags","MySql.Data.MySqlClient.NativeDriver.SetConnectionFlags",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.NativeDriver.SetConnectionFlags","MySql.Data.MySqlClient.NativeDriver.Open",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.NativeDriver.SetConnectionFlags","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.PreparableStatement.Execute","MySql.Data.MySqlClient.PreparableStatement.Execute",7,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.PreparableStatement.Execute","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.PreparableStatement.Execute","[clr.dll]",3,3,0.01,0.01,
"Callee","MySql.Data.MySqlClient.PreparableStatement.Execute","MySql.Data.MySqlClient.Statement.BindParameters",4,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext","MySql.Data.MySqlClient.Statement.ExecuteNext",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.ResultSet..ctor","MySql.Data.MySqlClient.ResultSet..ctor",16,0,0.05,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet..ctor","MySql.Data.MySqlClient.Driver.NextResult",16,0,0.05,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet..ctor","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.ResultSet..ctor","MySql.Data.MySqlClient.ResultSet.LoadColumns",14,0,0.04,0.00,
"Root","MySql.Data.MySqlClient.ResultSet.Close","MySql.Data.MySqlClient.ResultSet.Close",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet.Close","MySql.Data.MySqlClient.MySqlDataReader.NextResult",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.Close","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.ResultSet.get_Item","MySql.Data.MySqlClient.ResultSet.get_Item",7,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet.get_Item","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.get_Item","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",6,1,0.02,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.get_Item","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.ResultSet.GetNextRow","MySql.Data.MySqlClient.ResultSet.GetNextRow",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet.GetNextRow","MySql.Data.MySqlClient.ResultSet.NextRow",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.GetNextRow","MySql.Data.MySqlClient.Driver.FetchDataRow",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.ResultSet.LoadColumns","MySql.Data.MySqlClient.ResultSet.LoadColumns",14,0,0.04,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet.LoadColumns","MySql.Data.MySqlClient.ResultSet..ctor",14,0,0.04,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.LoadColumns","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.ResultSet.LoadColumns","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.LoadColumns","MySql.Data.MySqlClient.Driver.GetColumns",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.LoadColumns","MySql.Data.MySqlClient.MySqlField.GetValueObject",5,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.ResultSet.NextRow","MySql.Data.MySqlClient.ResultSet.NextRow",13,0,0.04,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet.NextRow","MySql.Data.MySqlClient.MySqlDataReader.Read",13,0,0.04,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.NextRow","MySql.Data.MySqlClient.ResultSet.GetNextRow",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.NextRow","MySql.Data.MySqlClient.ResultSet.ReadColumnData",7,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.ResultSet.ReadColumnData","MySql.Data.MySqlClient.ResultSet.ReadColumnData",7,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.ResultSet.ReadColumnData","MySql.Data.MySqlClient.ResultSet.NextRow",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.ReadColumnData","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.ResultSet.ReadColumnData","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",6,1,0.02,0.00,
"Root","MySql.Data.MySqlClient.Statement.BindParameters","MySql.Data.MySqlClient.Statement.BindParameters",4,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Statement.BindParameters","MySql.Data.MySqlClient.PreparableStatement.Execute",4,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Statement.BindParameters","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.Statement.BindParameters","MySql.Data.MySqlClient.Statement.InternalBindParameters",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.Statement.ExecuteNext","MySql.Data.MySqlClient.Statement.ExecuteNext",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Statement.ExecuteNext","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Statement.ExecuteNext","MySql.Data.MySqlClient.Driver.SendQuery",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.Statement.InternalBindParameters","MySql.Data.MySqlClient.Statement.InternalBindParameters",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Statement.InternalBindParameters","MySql.Data.MySqlClient.Statement.BindParameters",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Statement.InternalBindParameters","MySql.Data.Common.MySqlTokenizer.NextToken",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.TimedStream.Read","MySql.Data.MySqlClient.TimedStream.Read",7,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.TimedStream.Read","MySql.Data.MySqlClient.MySqlStream.ReadFully",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.TimedStream.Read","[System.ni.dll]",7,7,0.02,0.02,
"Root","MySql.Data.MySqlClient.TimedStream.Write","MySql.Data.MySqlClient.TimedStream.Write",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.TimedStream.Write","MySql.Data.MySqlClient.MySqlStream.SendPacket",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.TimedStream.Write","[System.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.Types.MySqlByte.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.Types.MySqlByte.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Caller","MySql.Data.Types.MySqlByte.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",1,0,0.00,0.00,
"Callee","MySql.Data.Types.MySqlByte.MySql.Data.Types.IMySqlValue.ReadValue","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.Types.MySqlDateTime.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.Types.MySqlDateTime.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Caller","MySql.Data.Types.MySqlDateTime.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",1,0,0.00,0.00,
"Callee","MySql.Data.Types.MySqlDateTime.MySql.Data.Types.IMySqlValue.ReadValue","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue",3,1,0.01,0.00,
"Caller","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",2,0,0.01,0.00,
"Caller","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.ResultSet.get_Item",1,1,0.00,0.00,
"Callee","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.MySqlPacket.ReadString",1,0,0.00,0.00,
"Root","MySql.Data.Types.MySqlTimeSpan.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.Types.MySqlTimeSpan.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Caller","MySql.Data.Types.MySqlTimeSpan.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",1,0,0.00,0.00,
"Callee","MySql.Data.Types.MySqlTimeSpan.MySql.Data.Types.IMySqlValue.ReadValue","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.Types.MySqlUInt32.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.Types.MySqlUInt32.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Caller","MySql.Data.Types.MySqlUInt32.MySql.Data.Types.IMySqlValue.ReadValue","MySql.Data.MySqlClient.NativeDriver.ReadColumnValue",1,0,0.00,0.00,
"Callee","MySql.Data.Types.MySqlUInt32.MySql.Data.Types.IMySqlValue.ReadValue","[clr.dll]",1,1,0.00,0.00,
"Root","WG3000_COMM.Core.wgUdpServerCom.DealRuninfoPacketProc","WG3000_COMM.Core.wgUdpServerCom.DealRuninfoPacketProc",128,22,0.37,0.06,
"Callee","WG3000_COMM.Core.wgUdpServerCom.DealRuninfoPacketProc","[clr.dll]",2,2,0.01,0.01,
"Callee","WG3000_COMM.Core.wgUdpServerCom.DealRuninfoPacketProc","[mscorlib.ni.dll]",104,104,0.30,0.30,
"Root","WG3000_COMM.Core.wgUdpServerCom.UDP_OnlySend","WG3000_COMM.Core.wgUdpServerCom.UDP_OnlySend",4,0,0.01,0.00,
"Caller","WG3000_COMM.Core.wgUdpServerCom.UDP_OnlySend","WG3000_COMM.Core.wgWatchingService.WatchController",4,0,0.01,0.00,
"Callee","WG3000_COMM.Core.wgUdpServerCom.UDP_OnlySend","[System.ni.dll]",4,4,0.01,0.01,
"Root","WG3000_COMM.Core.wgWatchingService.WatchController","WG3000_COMM.Core.wgWatchingService.WatchController",4,0,0.01,0.00,
"Callee","WG3000_COMM.Core.wgWatchingService.WatchController","WG3000_COMM.Core.wgUdpServerCom.UDP_OnlySend",4,0,0.01,0.00,
"Root","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected",13,0,0.04,0.00,
"Caller","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected","AxVeconclientProj.AxVECONclient.RaiseOnOnServerDisconnected",13,0,0.04,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected","log4net.Core.LogImpl.Warn",3,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected","ZBYGate_Data_Collection.Form1.GetMessage",9,0,0.03,0.00,
"Root","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerError","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerError",15,0,0.04,0.00,
"Caller","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerError","AxVeconclientProj.AxVECONclient.RaiseOnOnServerError",15,0,0.04,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerError","log4net.Core.LogImpl.Warn",7,0,0.02,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerError","ZBYGate_Data_Collection.Form1.GetMessage",8,0,0.02,0.00,
"Root","ZBYGate_Data_Collection.Container.Container.LinkCallBack","ZBYGate_Data_Collection.Container.Container.LinkCallBack",19,0,0.05,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container.LinkCallBack","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container.LinkCallBack","AxVeconclientProj.AxVECONclient.Connect2Server",14,0,0.04,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container.LinkCallBack","log4net.Core.LogImpl.Info",2,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Container.Container.LinkCallBack","ZBYGate_Data_Collection.Form1.GetMessage",2,0,0.01,0.00,
"Root","ZBYGate_Data_Collection.Form1._Gate_NewState","ZBYGate_Data_Collection.Form1._Gate_NewState",4,0,0.01,0.00,
"Caller","ZBYGate_Data_Collection.Form1._Gate_NewState","ZBYGate_Data_Collection.Gate.Gate.DoorSatus",4,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Form1._Gate_NewState","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Form1._Gate_NewState","ZBYGate_Data_Collection.Form1.GateStatus",2,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Form1._Gate_NewState","ZBYGate_Data_Collection.Properties.Settings.get_Gate_InDoorSN",1,0,0.00,0.00,
"Root","ZBYGate_Data_Collection.Form1.CloseTabPageButton_Click","ZBYGate_Data_Collection.Form1.CloseTabPageButton_Click",52,0,0.15,0.00,
"Caller","ZBYGate_Data_Collection.Form1.CloseTabPageButton_Click","[System.Windows.Forms.ni.dll]",52,0,0.15,0.00,
"Callee","ZBYGate_Data_Collection.Form1.CloseTabPageButton_Click","[System.Windows.Forms.ni.dll]",52,19,0.15,0.05,
"Root","ZBYGate_Data_Collection.Form1.Form1_FormClosed","ZBYGate_Data_Collection.Form1.Form1_FormClosed",10,0,0.03,0.00,
"Caller","ZBYGate_Data_Collection.Form1.Form1_FormClosed","[System.Windows.Forms.ni.dll]",10,0,0.03,0.00,
"Callee","ZBYGate_Data_Collection.Form1.Form1_FormClosed","[mscorlib.ni.dll]",10,9,0.03,0.03,
"Root","ZBYGate_Data_Collection.Form1.GateStatus","ZBYGate_Data_Collection.Form1.GateStatus",2,0,0.01,0.00,
"Caller","ZBYGate_Data_Collection.Form1.GateStatus","ZBYGate_Data_Collection.Form1._Gate_NewState",2,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Form1.GateStatus","[System.Windows.Forms.ni.dll]",2,2,0.01,0.01,
"Root","ZBYGate_Data_Collection.Form1.GetMessage","ZBYGate_Data_Collection.Form1.GetMessage",32,0,0.09,0.00,
"Caller","ZBYGate_Data_Collection.Form1.GetMessage","[System.Windows.Forms.ni.dll]",12,0,0.03,0.00,
"Caller","ZBYGate_Data_Collection.Form1.GetMessage","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerDisconnected",9,0,0.03,0.00,
"Caller","ZBYGate_Data_Collection.Form1.GetMessage","ZBYGate_Data_Collection.Container.Container._AxVECONclient_OnServerError",8,0,0.02,0.00,
"Caller","ZBYGate_Data_Collection.Form1.GetMessage","ZBYGate_Data_Collection.Container.Container.LinkCallBack",2,0,0.01,0.00,
"Caller","ZBYGate_Data_Collection.Form1.GetMessage","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion",1,0,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Form1.GetMessage","[System.Windows.Forms.ni.dll]",32,32,0.09,0.09,
"Root","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click",90,0,0.26,0.00,
"Caller","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click","[System.Windows.Forms.ni.dll]",90,0,0.26,0.00,
"Callee","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click","ZBYGate_Data_Collection.Form1.SetTabPate",80,0,0.23,0.00,
"Callee","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click","ZBYGate_Data_Collection.Https.HttpWindow..ctor",10,0,0.03,0.00,
"Root","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","4,533",0,12.99,0.00,
"Caller","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","[System.Windows.Forms.ni.dll]","4,533",0,12.99,0.00,
"Callee","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","[clr.dll]",2,2,0.01,0.01,
"Callee","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","ZBYGate_Data_Collection.Form1.SetTabPate","4,167",0,11.94,0.00,
"Callee","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor",364,0,1.04,0.00,
"Root","ZBYGate_Data_Collection.Form1.SetTabPate","ZBYGate_Data_Collection.Form1.SetTabPate","4,247",0,12.17,0.00,
"Caller","ZBYGate_Data_Collection.Form1.SetTabPate","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click",80,0,0.23,0.00,
"Caller","ZBYGate_Data_Collection.Form1.SetTabPate","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click","4,167",0,11.94,0.00,
"Callee","ZBYGate_Data_Collection.Form1.SetTabPate","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Form1.SetTabPate","[System.Windows.Forms.ni.dll]","4,246","4,243",12.17,12.16,
"Root","ZBYGate_Data_Collection.Gate.Gate.DoorSatus","ZBYGate_Data_Collection.Gate.Gate.DoorSatus",8,0,0.02,0.00,
"Caller","ZBYGate_Data_Collection.Gate.Gate.DoorSatus","ZBYGate_Data_Collection.Gate.Gate.GetStatus",8,0,0.02,0.00,
"Callee","ZBYGate_Data_Collection.Gate.Gate.DoorSatus","[clr.dll]",3,3,0.01,0.01,
"Callee","ZBYGate_Data_Collection.Gate.Gate.DoorSatus","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Gate.Gate.DoorSatus","ZBYGate_Data_Collection.Form1._Gate_NewState",4,0,0.01,0.00,
"Root","ZBYGate_Data_Collection.Gate.Gate.GetStatus","ZBYGate_Data_Collection.Gate.Gate.GetStatus",9,0,0.03,0.00,
"Callee","ZBYGate_Data_Collection.Gate.Gate.GetStatus","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Gate.Gate.GetStatus","ZBYGate_Data_Collection.Gate.Gate.DoorSatus",8,0,0.02,0.00,
"Root","ZBYGate_Data_Collection.Https.HttpWindow..ctor","ZBYGate_Data_Collection.Https.HttpWindow..ctor",10,0,0.03,0.00,
